Fwd_IAT_Max,Bwd_IAT_Max,PSH_Flag_Cnt,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Active_Max,Idle_Max,Label,Cat
3,0,0,42.66666667,32,32,2,64,1,32,0,143,Anomaly,Mirai
0,80,0,2082,0,1388,0,0,2,2776,0,80,Anomaly,Mirai
0,0,0,1759,658,1430,1,658,1,1430,0,118,Anomaly,Mirai
109,0,0,1906.666667,1430,1430,2,2860,1,1430,0,109,Anomaly,Mirai
2,0,0,42.66666667,32,32,2,64,1,32,0,4,Anomaly,Mirai
0,0,0,2082,1388,1388,1,1388,1,1388,0,177,Normal,Normal
4,0,0,33.68421053,32,32,18,576,1,32,2,6,Anomaly,Mirai
40225,4054,0,632,1264,0,2,2528,2,0,0,40225,Anomaly,DoS
0,118,0,0,0,0,0,0,2,0,0,118,Anomaly,MITM ARP Spoofing
130,0,0,1850.666667,1388,1388,2,2776,1,1388,0,130,Normal,Normal
0,0,0,48,32,32,1,32,1,32,0,5,Anomaly,Mirai
0,78,0,2172,0,1448,0,0,2,2896,0,78,Normal,Normal
73,0,0,0,0,0,2,0,1,0,0,75,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,81,Anomaly,Mirai
6,0,0,33.77777778,32,32,17,544,1,32,11,6,Anomaly,Mirai
0,3718,0,0,0,0,0,0,2,0,0,3718,Anomaly,DoS
5,0,0,46.66666667,35,35,2,70,1,35,0,5,Anomaly,Mirai
595,0,0,35,28,28,3,84,1,28,0,0,Anomaly,DoS
0,0,0,30,20,20,1,20,1,20,0,127,Anomaly,Mirai
1657,0,0,55,50,50,9,450,1,50,0,1657,Anomaly,DoS
0,74,0,0,0,0,0,0,3,0,0,74,Anomaly,Scan
115,0,0,1255.5,1430,366,3,4290,1,366,0,115,Anomaly,Mirai
0,77,0,0,0,0,0,0,3,0,0,77,Anomaly,Scan
0,1919,0,0,0,0,0,0,2,0,0,1919,Anomaly,DoS
0,0,0,250.5,167,167,1,167,1,167,0,192,Anomaly,Mirai
16,0,0,42.66666667,32,32,2,64,1,32,0,18,Anomaly,Mirai
0,1601,0,0,0,0,0,0,2,0,0,1601,Anomaly,DoS
12,0,0,38.4,32,32,4,128,1,32,0,12,Anomaly,Mirai
73,0,0,1398,709,1388,2,1418,1,1388,0,82,Normal,Normal
0,0,0,30,20,20,1,20,1,20,0,189,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,75,Anomaly,Mirai
0,5110,0,0,0,0,0,0,2,0,0,5110,Anomaly,DoS
0,0,0,0,0,0,1,0,1,0,0,123,Anomaly,Scan
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,79,Anomaly,Mirai
0,74,0,1850.666667,0,1388,0,0,3,4164,0,74,Anomaly,MITM ARP Spoofing
0,0,0,2082,1388,1388,1,1388,1,1388,0,73,Anomaly,Scan
74,0,0,1850.666667,1388,1388,2,2776,1,1388,0,76,Anomaly,Scan
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,116,Anomaly,Mirai
73,0,0,1398,709,1388,2,1418,1,1388,0,75,Anomaly,Mirai
6,0,0,36,32,32,7,224,1,32,0,14,Anomaly,Mirai
25,0,0,42.66666667,32,32,2,64,1,32,0,25,Anomaly,Mirai
0,84,0,1398,0,935.3333333,0,0,3,2806,0,84,Anomaly,Scan
0,0,0,0,0,0,1,0,1,0,0,75,Anomaly,MITM ARP Spoofing
0,0,0,52.5,35,35,1,35,1,35,0,18,Anomaly,Mirai
74,0,0,1768,1222,1430,2,2444,1,1430,0,76,Anomaly,Mirai
2,0,0,40,32,32,3,96,1,32,0,4,Anomaly,Mirai
78,0,0,1906.666667,1430,1430,2,2860,1,1430,0,182,Anomaly,Mirai
74,0,0,1800,1350,1350,2,2700,1,1350,0,76,Anomaly,Scan
0,113,0,2082,0,1388,0,0,2,2776,0,113,Anomaly,Scan
0,752,0,0,0,0,0,0,2,0,0,0,Anomaly,DoS
0,76,0,44,0,34,0,0,4,136,0,76,Anomaly,Mirai
0,81,0,1398,0,935.3333333,0,0,3,2806,0,81,Anomaly,Mirai
0,0,0,1803,746,1430,1,746,1,1430,0,144,Anomaly,Mirai
0,138,0,2082,0,1388,0,0,2,2776,0,138,Anomaly,Scan
0,80,0,0,0,0,0,0,4,0,0,80,Anomaly,Mirai
0,147,0,1962,0,1268,0,0,2,2536,0,147,Anomaly,Mirai
0,0,0,1621,382,1430,1,382,1,1430,0,288,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,17,Anomaly,Mirai
0,107,0,2172,0,1448,0,0,2,2896,0,107,Anomaly,MITM ARP Spoofing
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,81,Anomaly,Mirai
209,0,0,40,32,32,3,96,1,32,0,209,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,188,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,291,Anomaly,Mirai
0,74,0,36,0,29.6,0,0,5,148,0,74,Anomaly,Mirai
0,7618,0,0,0,0,1,0,2,0,0,4968,Anomaly,DoS
0,149,0,0,0,0,0,0,2,0,0,149,Anomaly,Mirai
132,0,0,1850.666667,1388,1388,2,2776,1,1388,0,132,Normal,Normal
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,245,Anomaly,Mirai
0,2157,0,0,0,0,0,0,2,0,0,2157,Anomaly,DoS
0,119,0,1403,0,709,0,0,2,1418,0,119,Anomaly,Mirai
0,5775,0,0,0,0,0,0,2,0,0,5775,Anomaly,DoS
0,2329,0,0,0,0,0,0,2,0,0,2329,Anomaly,DoS
0,13446,0,0,0,0,0,0,2,0,0,13446,Anomaly,DoS
0,84,0,1398,0,935.3333333,0,0,3,2806,0,84,Anomaly,MITM ARP Spoofing
145,0,0,1394,1048.5,1388,4,4194,1,1388,0,196,Normal,Normal
0,153,0,1637.333333,0,1154.666667,0,0,3,3464,0,153,Anomaly,Mirai
0,0,0,1403,30,1388,1,30,1,1388,0,116,Anomaly,Scan
5,0,0,34.13333333,32,32,14,448,1,32,1,8,Anomaly,Mirai
151,0,0,1921.333333,1441,1441,2,2882,1,1441,0,151,Anomaly,Mirai
75,0,0,1787.5,1430,1430,3,4290,1,1430,0,124,Anomaly,Mirai
0,120,0,1403,0,709,0,0,2,1418,0,120,Anomaly,Scan
0,0,0,2145,1430,1430,1,1430,1,1430,0,129,Anomaly,Mirai
78,0,0,1398,709,1388,2,1418,1,1388,0,88,Anomaly,Scan
0,76,0,2082,0,1388,0,0,2,2776,0,76,Anomaly,Scan
0,4227,0,0,0,0,0,0,2,0,0,4227,Anomaly,DoS
59,0,0,22.5,18,18,3,54,1,18,0,59,Anomaly,Mirai
10,0,0,42.66666667,32,32,2,64,1,32,0,12,Anomaly,Mirai
305,0,0,1398,709,1388,2,1418,1,1388,0,305,Normal,Normal
0,119,0,2082,0,1388,0,0,2,2776,0,119,Anomaly,Scan
160,0,0,42.66666667,32,32,2,64,1,32,0,160,Anomaly,Mirai
0,409,0,0,0,0,0,0,2,0,0,409,Normal,Normal
6,0,0,40,32,32,3,96,1,32,0,6,Anomaly,Mirai
28,0,0,40,32,32,3,96,1,32,0,30,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,122,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,119,Anomaly,Mirai
0,119,0,1930.666667,0,1448,0,0,3,4344,0,119,Anomaly,Mirai
0,0,0,2100,1400,1400,1,1400,1,1400,0,117,Anomaly,Mirai
0,118,0,2190,0,1460,0,0,2,2920,0,118,Anomaly,MITM ARP Spoofing
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,76,Anomaly,Mirai
0,0,0,52.5,35,35,1,35,1,35,0,20,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,108,Anomaly,Mirai
0,74,0,1850.666667,0,1388,0,0,3,4164,0,74,Anomaly,MITM ARP Spoofing
80,0,0,864.5,1007.333333,218,3,3022,1,218,0,80,Anomaly,Mirai
0,0,0,1549,238,1430,1,238,1,1430,0,82,Anomaly,Mirai
0,746,0,0,0,0,0,0,2,0,0,0,Anomaly,DoS
71,0,0,0,0,0,2,0,1,0,0,71,Anomaly,MITM ARP Spoofing
0,0,0,2172,1448,1448,1,1448,1,1448,0,114,Anomaly,Mirai
0,133,0,1403,0,709,0,0,2,1418,0,133,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,130,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,181,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,135,Anomaly,Mirai
0,76,0,0,0,0,0,0,2,0,0,76,Anomaly,Mirai
0,126,0,1403,0,709,0,0,2,1418,0,126,Anomaly,Scan
0,0,0,1403,30,1388,1,30,1,1388,0,118,Anomaly,Mirai
74,0,0,0,0,0,2,0,1,0,0,87,Anomaly,MITM ARP Spoofing
0,0,0,0,0,0,1,0,1,0,0,75,Anomaly,Mirai
17,0,0,40,32,32,3,96,1,32,0,17,Anomaly,Mirai
0,173,0,2172,0,1448,0,0,2,2896,0,173,Anomaly,Mirai
119,0,0,1466.5,1002,1430,3,3006,1,1430,0,119,Anomaly,Mirai
78,0,0,1906.666667,1430,1430,2,2860,1,1430,0,87,Anomaly,Mirai
0,71,0,2082,0,1388,0,0,2,2776,0,71,Anomaly,Scan
270,0,0,40,32,32,3,96,1,32,0,270,Anomaly,Mirai
0,73,0,0,0,0,0,0,2,0,0,73,Anomaly,Scan
90,0,0,36.57142857,32,32,6,192,1,32,0,90,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,215,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,81,Anomaly,Mirai
1,0,0,40,32,32,3,96,1,32,0,3,Anomaly,Mirai
74,0,0,0,0,0,2,0,1,0,0,75,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,183,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,123,Anomaly,MITM ARP Spoofing
0,4465,0,0,0,0,0,0,2,0,0,4465,Anomaly,DoS
0,74,0,36.8,0,32,0,0,5,160,0,74,Anomaly,Mirai
0,80,0,0,0,0,0,0,3,0,0,80,Anomaly,Scan
0,165,0,2082,0,1388,0,0,2,2776,0,165,Anomaly,Scan
0,0,0,48,32,32,1,32,1,32,0,9,Anomaly,Mirai
0,1591,0,0,0,0,0,0,2,0,0,1591,Anomaly,DoS
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,162,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,116,Anomaly,Mirai
8,0,0,34.28571429,32,32,13,416,1,32,1,8,Anomaly,Mirai
74,0,0,24,20,20,4,80,1,20,0,75,Anomaly,Mirai
0,4466,0,0,0,0,0,0,2,0,0,4466,Anomaly,DoS
118,0,0,1395.5,935.3333333,1388,3,2806,1,1388,0,118,Normal,Normal
0,0,0,52.5,35,35,1,35,1,35,0,12,Anomaly,Mirai
17,0,0,22.5,18,18,3,54,1,18,0,17,Anomaly,Mirai
70,0,0,0,0,0,4,0,1,0,0,71,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,194,Anomaly,Mirai
0,0,0,1749,638,1430,1,638,1,1430,0,253,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,2,Anomaly,Mirai
72,0,0,1906.666667,1430,1430,2,2860,1,1430,0,130,Anomaly,Mirai
0,113,0,1702.5,0,978.5,0,0,2,1957,0,113,Anomaly,MITM ARP Spoofing
0,0,0,48,32,32,1,32,1,32,0,4,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,12,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,132,Anomaly,Mirai
80,0,0,42.66666667,32,32,2,64,1,32,1,80,Anomaly,Mirai
0,17,1,1460,0,1460,1,0,2,2920,0,17,Anomaly,Mirai
75,0,0,1921.333333,1441,1441,2,2882,1,1441,0,154,Anomaly,Mirai
0,376,0,0,0,0,0,0,2,0,0,376,Normal,Normal
20,0,0,40,32,32,3,96,1,32,0,20,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,119,Anomaly,MITM ARP Spoofing
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,254,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,140,Anomaly,Mirai
71,0,0,0,0,0,2,0,1,0,0,83,Anomaly,MITM ARP Spoofing
0,140,0,2082,0,1388,0,0,2,2776,0,140,Anomaly,MITM ARP Spoofing
71,0,0,25,20,20,3,60,1,20,0,115,Anomaly,Mirai
0,0,0,2082,1388,1388,1,1388,1,1388,0,75,Anomaly,Scan
0,0,0,27,18,18,1,18,1,18,0,2,Anomaly,Mirai
0,1351,0,0,0,0,0,0,2,0,0,1351,Anomaly,DoS
0,79,0,56,0,36,0,0,2,72,0,79,Anomaly,Mirai
0,339,0,0,0,0,0,0,2,0,0,339,Normal,Normal
0,114,0,1403,0,709,0,0,2,1418,0,114,Anomaly,Scan
0,119,0,2082,0,1388,0,0,2,2776,0,119,Anomaly,Mirai
0,82,0,2082,0,1388,0,0,2,2776,0,82,Anomaly,Mirai
0,295,0,48,0,32,0,0,2,64,0,295,Anomaly,Mirai
0,83,0,40,0,32,0,0,4,128,0,83,Anomaly,Mirai
0,85,1,220,0,122.3333333,0,0,3,367,0,85,Anomaly,Mirai
73,0,0,0,0,0,2,0,1,0,0,73,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,184,Anomaly,Mirai
110,0,0,1906.666667,1430,1430,2,2860,1,1430,0,110,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,181,Anomaly,Mirai
0,0,0,1403,30,1388,1,30,1,1388,0,252,Normal,Normal
0,74,0,2136,0,1424,0,0,2,2848,0,74,Anomaly,Mirai
0,0,0,2082,1388,1388,1,1388,1,1388,0,74,Anomaly,Scan
0,0,0,2082,1388,1388,1,1388,1,1388,0,116,Normal,Normal
0,1826,0,0,0,0,0,0,2,0,0,1826,Anomaly,DoS
27,0,0,36,32,32,7,224,1,32,0,27,Anomaly,Mirai
0,1048,0,0,0,0,0,0,2,0,0,1048,Anomaly,DoS
45,0,0,22.5,18,18,3,54,1,18,0,45,Anomaly,Mirai
0,123,0,2082,0,1388,0,0,2,2776,0,123,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,79,Anomaly,Scan
0,0,0,2145,1430,1430,1,1430,1,1430,0,74,Anomaly,Mirai
0,123,0,2172,0,1448,0,0,2,2896,0,123,Anomaly,MITM ARP Spoofing
0,0,0,1365.5,31,1350,1,31,1,1350,0,90,Anomaly,MITM ARP Spoofing
0,72,0,2082,0,1388,0,0,2,2776,0,72,Anomaly,Mirai
0,74,0,2172,0,1448,0,0,2,2896,0,74,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,161,Anomaly,Mirai
0,0,0,772,1448,48,1,1448,1,48,0,109,Anomaly,Mirai
0,74,0,1898.666667,0,1424,0,0,3,4272,0,74,Anomaly,Mirai
0,0,0,2082,1388,1388,1,1388,1,1388,0,175,Normal,Normal
0,0,0,2145,1430,1430,1,1430,1,1430,0,136,Anomaly,Mirai
141,0,0,1787.5,1430,1430,3,4290,1,1430,0,141,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,183,Anomaly,Mirai
4,0,0,42.66666667,32,32,2,64,1,32,0,10,Anomaly,Mirai
12,0,0,40,32,32,3,96,1,32,0,12,Anomaly,Mirai
0,70,0,2172,0,1448,0,0,2,2896,0,70,Anomaly,MITM ARP Spoofing
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,88,Anomaly,Mirai
0,0,0,1403,30,1388,1,30,1,1388,0,123,Normal,Normal
0,123,0,0,0,0,0,0,3,0,0,123,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,73,Anomaly,Mirai
15,0,0,36.57142857,32,32,6,192,1,32,0,19,Anomaly,Mirai
164,0,0,1906.666667,1430,1430,2,2860,1,1430,0,164,Anomaly,Mirai
0,0,0,2082,1388,1388,1,1388,1,1388,0,115,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,120,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,136,Anomaly,Mirai
0,130,0,2172,0,1448,0,0,2,2896,0,130,Anomaly,MITM ARP Spoofing
75,0,0,6,8,0,3,24,1,0,0,84,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,79,Anomaly,Mirai
0,1152,0,0,0,0,0,0,2,0,0,1152,Anomaly,DoS
0,3898,0,0,0,0,0,0,2,0,0,3898,Anomaly,DoS
152,0,0,42.66666667,32,32,2,64,1,32,0,152,Anomaly,Mirai
0,236,0,1395.5,0,1048.5,0,0,4,4194,0,236,Normal,Normal
0,0,0,58.5,117,0,1,117,1,0,0,75,Anomaly,Scan
78,0,0,674.6666667,992,20,2,1984,1,20,0,120,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,96,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,220,Anomaly,Mirai
121,0,0,1654.5,1252.666667,1430,3,3758,1,1430,0,121,Anomaly,Mirai
0,0,0,52.5,35,35,1,35,1,35,0,12,Anomaly,Mirai
0,119,0,0,0,0,0,0,2,0,0,119,Anomaly,Mirai
114,0,0,1787.5,1430,1430,3,4290,1,1430,0,114,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,154,Anomaly,Mirai
8,0,0,33.68421053,32,32,18,576,1,32,0,11,Anomaly,Mirai
0,104,0,2172,0,1448,0,0,2,2896,0,104,Anomaly,MITM ARP Spoofing
0,121,0,1403,0,709,0,0,2,1418,0,121,Anomaly,Mirai
238,0,0,42.66666667,32,32,2,64,1,32,0,238,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,80,Anomaly,Mirai
0,0,0,2082,1388,1388,1,1388,1,1388,0,75,Anomaly,Scan
0,0,0,2172,1448,1448,1,1448,1,1448,0,75,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,188,Anomaly,Mirai
140,0,0,1530.666667,866,1430,2,1732,1,1430,0,140,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,13,Anomaly,Mirai
0,115,0,1403,0,709,0,0,2,1418,0,115,Anomaly,Scan
0,1074,0,0,0,0,0,0,2,0,0,1074,Anomaly,DoS
0,136,0,1403,0,709,0,0,2,1418,0,136,Anomaly,Scan
118,0,0,37.33333333,32,32,5,160,1,32,0,118,Anomaly,Mirai
181,0,0,40,32,32,3,96,1,32,0,181,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,8,Anomaly,Mirai
114,0,0,42.66666667,32,32,2,64,1,32,0,114,Anomaly,Mirai
0,76,0,44.75,0,44.75,0,0,4,179,0,76,Anomaly,Mirai
0,0,1,724,1388,30,1,1388,1,30,0,73,Anomaly,Scan
0,127,0,1575.25,0,1213.25,0,0,4,4853,0,127,Anomaly,Mirai
0,93,0,1398,0,935.3333333,0,0,3,2806,0,93,Anomaly,Scan
0,85,0,2082,0,1388,0,0,2,2776,0,85,Anomaly,Scan
0,144,0,2082,0,1388,0,0,2,2776,0,144,Anomaly,Scan
0,0,0,48,32,32,1,32,1,32,0,252,Anomaly,Mirai
0,0,0,1632,368,1448,1,368,1,1448,0,75,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,281,Anomaly,Mirai
0,2757,0,0,0,0,0,0,2,0,0,2757,Anomaly,DoS
0,136,0,56,0,36,0,0,2,72,0,136,Anomaly,Mirai
0,75,0,2082,0,1388,0,0,2,2776,0,75,Anomaly,Mirai
133,0,0,1906.666667,1430,1430,2,2860,1,1430,0,133,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,82,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,75,Anomaly,Mirai
74,0,0,0,0,0,2,0,1,0,0,74,Anomaly,Scan
0,0,0,30,20,20,1,20,1,20,0,119,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,77,Anomaly,Scan
24,0,0,42.66666667,32,32,2,64,1,32,0,24,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,228,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,72,Anomaly,Mirai
0,155,0,2172,0,1448,0,0,2,2896,0,155,Anomaly,Mirai
0,119,0,48,0,34.66666667,0,0,3,104,0,119,Anomaly,Mirai
0,128,0,1930.666667,0,1448,0,0,3,4344,0,128,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,131,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,13,Anomaly,Mirai
0,72,1,37,0,18.5,0,0,2,37,0,0,Anomaly,MITM ARP Spoofing
0,12028,0,0,0,0,0,0,4,0,0,12028,Anomaly,DoS
0,229,1,370,0,215.5,0,0,2,431,0,229,Anomaly,Mirai
221,0,0,1850.666667,1388,1388,2,2776,1,1388,0,239,Normal,Normal
0,0,0,2172,1448,1448,1,1448,1,1448,0,145,Anomaly,Mirai
137,0,0,26.66666667,20,20,2,40,1,20,0,137,Anomaly,Mirai
74,0,0,0,0,0,2,0,1,0,0,77,Anomaly,Mirai
0,0,0,989,1430,274,1,1430,1,274,0,71,Anomaly,Mirai
0,116,0,1893.333333,0,1410.666667,0,0,3,4232,0,116,Anomaly,Mirai
0,0,0,2100,1400,1400,1,1400,1,1400,0,79,Anomaly,Mirai
74,0,0,0,0,0,2,0,1,0,0,75,Anomaly,Scan
0,85,0,56,0,36,0,0,2,72,0,85,Anomaly,Mirai
116,0,0,1906.666667,1430,1430,2,2860,1,1430,0,116,Anomaly,Mirai
4,0,0,42.66666667,32,32,2,64,1,32,0,17,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,30,Anomaly,Mirai
0,0,0,860,1448,136,1,1448,1,136,0,127,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,80,Anomaly,Mirai
0,80,0,2082,0,1388,0,0,2,2776,0,80,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,73,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,116,Anomaly,Mirai
0,1222,0,0,0,0,0,0,2,0,0,1222,Anomaly,DoS
211,0,0,1398,709,1388,2,1418,1,1388,0,211,Normal,Normal
0,0,0,2082,1388,1388,1,1388,1,1388,0,80,Anomaly,Scan
0,116,1,756,0,743,0,0,2,1486,0,116,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,77,Anomaly,Mirai
73,0,0,1398,709,1388,2,1418,1,1388,0,86,Anomaly,Scan
0,76,0,2082,0,1388,0,0,2,2776,0,76,Anomaly,Scan
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,119,Anomaly,Mirai
0,160,0,2172,0,1448,0,0,2,2896,0,160,Anomaly,MITM ARP Spoofing
0,0,0,48,32,32,1,32,1,32,0,42,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,248,Anomaly,Mirai
0,0,0,2082,1388,1388,1,1388,1,1388,0,77,Anomaly,Scan
0,73,0,0,0,0,0,0,3,0,0,73,Anomaly,Mirai
0,4249,0,0,0,0,0,0,2,0,0,4249,Anomaly,DoS
0,71,0,2082,0,1388,0,0,2,2776,0,71,Anomaly,Mirai
7,0,0,33.52380952,32,32,20,640,1,32,0,7,Anomaly,Mirai
8,0,0,34.46153846,32,32,12,384,1,32,0,8,Anomaly,Mirai
0,0,0,27,18,18,1,18,1,18,0,13,Anomaly,Mirai
0,118,0,1403,0,709,0,0,2,1418,0,118,Anomaly,Scan
198,0,0,36.57142857,32,32,6,192,1,32,0,198,Anomaly,Mirai
0,0,0,1492,88,1448,1,88,1,1448,0,80,Anomaly,Mirai
0,1787,0,0,0,0,0,0,2,0,0,1787,Anomaly,DoS
70,0,0,1490.666667,806,1430,2,1612,1,1430,0,75,Anomaly,Mirai
0,80,0,56,0,36,0,0,2,72,0,80,Anomaly,Mirai
0,5426,0,0,0,0,0,0,2,0,0,5426,Anomaly,DoS
72,0,0,0,0,0,2,0,1,0,0,75,Anomaly,Mirai
0,2237,0,0,0,0,0,0,2,0,0,2237,Anomaly,DoS
0,122,0,1403,0,709,0,0,2,1418,0,122,Anomaly,Scan
5,0,0,42.66666667,32,32,2,64,1,32,0,16,Anomaly,Mirai
0,134,0,1810,0,1448,0,0,4,5792,0,134,Normal,Normal
0,0,0,27,18,18,1,18,1,18,0,30,Anomaly,Mirai
0,0,0,1924,952,1448,1,952,1,1448,0,80,Normal,Normal
0,0,0,1403,30,1388,1,30,1,1388,0,119,Anomaly,Mirai
142,0,0,1946.666667,1460,1460,2,2920,1,1460,0,142,Anomaly,Mirai
71,0,0,0,0,0,2,0,1,0,0,71,Anomaly,MITM ARP Spoofing
0,73,0,1850.666667,0,1388,0,0,3,4164,0,73,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,177,Anomaly,Mirai
5,0,0,38.4,32,32,4,128,1,32,1,5,Anomaly,Mirai
217,0,0,1395.5,935.3333333,1388,3,2806,1,1388,0,217,Normal,Normal
0,6488,0,0,0,0,1,0,2,0,0,3827,Anomaly,DoS
0,0,0,0,0,0,1,0,1,0,0,0,Anomaly,Mirai
0,443,0,0,0,0,0,0,2,0,0,443,Normal,Normal
0,0,0,0,0,0,1,0,1,0,0,88,Anomaly,Scan
0,0,0,2172,1448,1448,1,1448,1,1448,0,123,Anomaly,Mirai
126,0,0,1921.333333,1441,1441,2,2882,1,1441,0,126,Anomaly,Mirai
114,0,0,1787.5,1430,1430,3,4290,1,1430,0,114,Anomaly,Mirai
186,0,0,1566.666667,920,1430,2,1840,1,1430,0,186,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,218,Anomaly,Mirai
0,72,0,1403,0,709,0,0,2,1418,0,72,Anomaly,Mirai
0,385,0,0,0,0,0,0,3,0,0,385,Normal,Normal
0,109,0,2172,0,1448,0,0,2,2896,0,109,Anomaly,MITM ARP Spoofing
0,0,0,1797,734,1430,1,734,1,1430,0,263,Anomaly,Mirai
0,0,0,1403,30,1388,1,30,1,1388,0,120,Anomaly,Scan
70,0,0,0,0,0,2,0,1,0,0,71,Anomaly,Scan
0,129,0,1403,0,709,0,0,2,1418,0,129,Anomaly,Scan
0,75,0,43,0,43,0,0,2,86,0,75,Anomaly,MITM ARP Spoofing
0,0,0,0,0,0,1,0,1,0,0,76,Anomaly,Scan
0,3013,0,0,0,0,0,0,2,0,0,3013,Anomaly,DoS
5,0,0,42.66666667,32,32,2,64,1,32,0,25,Anomaly,Mirai
137,0,0,1906.666667,1430,1430,2,2860,1,1430,0,137,Anomaly,Mirai
132,0,0,1461.333333,762,1430,2,1524,1,1430,0,132,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,197,Anomaly,Mirai
0,1293,0,0,0,0,0,0,2,0,0,1293,Anomaly,DoS
21,0,0,40,32,32,3,96,1,32,1,21,Anomaly,Mirai
74,0,0,1850.666667,1388,1388,2,2776,1,1388,0,74,Anomaly,Scan
0,72,0,1850.666667,0,1388,0,0,3,4164,0,72,Anomaly,Scan
74,0,0,0,0,0,2,0,1,0,0,75,Anomaly,Scan
0,123,0,2136,0,1424,0,0,2,2848,0,123,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,81,Anomaly,Mirai
